# Version: 8600bcfa3c p-2025.12-push-40
# Command Line: C:\Program Files\Coverity\Coverity Static Analysis\bin\cov-analyze --dir C:\coverity-testing\helion-4\idir --strip-path C:\coverity-testing\helion-4 --ticker-mode none --recommended-security-checkers --enable-scan-transparency-data
timer                                                                                     ms      calls
  __HARDCODED_CREDENTIALS_BRAKEMAN                                                         0          1
  __OPEN_REDIRECT_BRAKEMAN                                                                 0          1
  __OS_CMD_INJECTION_BRAKEMAN                                                              0          1
  __PATH_MANIPULATION_BRAKEMAN                                                             0          1
  RAILS_DEFAULT_ROUTES                                                                     0          1
  RAILS_DEVISE_CONFIG                                                                      0          1
  RAILS_MISSING_FILTER_ACTION                                                              0          1
  __REGEX_INJECTION_BRAKEMAN                                                               0          1
  REGEX_MISSING_ANCHOR                                                                     0          1
  __RESOURCE_LEAK_BRAKEMAN                                                                 0          1
  __REVERSE_TABNABBING_BRAKEMAN                                                            0          1
  RUBY_VULNERABLE_LIBRARY                                                                  0          1
  __SCRIPT_CODE_INJECTION_BRAKEMAN                                                         0          1
  __SENSITIVE_DATA_LEAK_BRAKEMAN                                                           0          1
  SESSION_MANIPULATION                                                                     0          1
  __SQLI_BRAKEMAN                                                                          0          1
  STRICT_TRANSPORT_SECURITY                                                                0          1
  __TEMPLATE_INJECTION_BRAKEMAN                                                            0          1
  __UNSAFE_BASIC_AUTH_BRAKEMAN                                                             0          1
  __UNSAFE_DESERIALIZATION_BRAKEMAN                                                        0          1
  __UNSAFE_REFLECTION_BRAKEMAN                                                             0          1
  UNSAFE_SESSION_SETTING                                                                   0          1
  __WEAK_PASSWORD_HASH_BRAKEMAN                                                            0          1
  __XSS_BRAKEMAN                                                                           0          1
  END_OF_LIFE_RAILS                                                                        0          1
  END_OF_LIFE_RUBY                                                                         0          1
  SOCKET_ACCEPT_ALL_ORIGINS                                                                0          1
  INSECURE_COMMUNICATION                                                                   0          1
  BAD_CERT_VERIFICATION                                                                    0          1
  WEAK_PASSWORD_HASH                                                                       0          1
  HARDCODED_CREDENTIALS                                                                    0          1
  WEAK_GUARD                                                                               0          1
  XSS                                                                                      0          1
  SQLI                                                                                     0          1
  PATH_MANIPULATION                                                                        0          1
  OPEN_REDIRECT                                                                            0          1
  OS_CMD_INJECTION                                                                         0          1
  UNENCRYPTED_SENSITIVE_DATA                                                               0          1
  MASS_ASSIGNMENT                                                                          0          1
  COOKIE_INJECTION                                                                         0          1
  HEADER_INJECTION                                                                         0          1
  REGEX_INJECTION                                                                          0          1
  SESSION_FIXATION                                                                         0          1
  NOSQL_QUERY_INJECTION                                                                    0          1
  SCRIPT_CODE_INJECTION                                                                    0          1
  SENSITIVE_DATA_LEAK                                                                      0          1
  RISKY_CRYPTO                                                                             0          1
  TAINT_ASSERT                                                                             0          1
  UNRESTRICTED_ACCESS_TO_FILE                                                              0          1
  TEMPLATE_INJECTION                                                                       0          1
  MISSING_AUTHZ                                                                            0          1
  UNSAFE_DESERIALIZATION                                                                   0          1
  UNSAFE_REFLECTION                                                                        0          1
  INSECURE_RANDOM                                                                          0          1
  INSECURE_SALT                                                                            0          1
  XPATH_INJECTION                                                                          0          1
  URL_MANIPULATION                                                                         0          1
  INSUFFICIENT_LOGGING                                                                     0          1
  XML_EXTERNAL_ENTITY                                                                      0          1
  TAINTED_ENVIRONMENT_WITH_EXECUTION                                                       0          1
  MOBILE_ID_MISUSE                                                                         0          1
  REVERSE_TABNABBING                                                                       0          1
  CONFIG.UNSAFE_SESSION_TIMEOUT                                                            0          1
  CONFIG.ENABLED_DEBUG_MODE                                                                0          1
  JSONWEBTOKEN_UNTRUSTED_DECODE                                                            0          1
  UNSAFE_JNI                                                                               0          1
  UNSAFE_BASIC_AUTH                                                                        0          1
  UNSAFE_FUNCTIONALITY                                                                     0          1
  SSRF                                                                                     0          1
  sequential initialization                                                             1141          1
    Looking for translation units                                                          0          1
    Computing links for translation units                                                 16          1
    xfer symbol cache                                                                      0          1
    Deduplication                                                                          0          1
    FirstSourceFiles                                                                       0          1
    Computing virtual overrides for structural subtyping                                   0          1
    Computing virtual overrides                                                            0          1
    Framework Analyzer                                                                   922          1
    directive resolution pre-pass: master                                                 16          2
    Computing callgraph                                                                   46          1
    Topologically sorting functions                                                        0          1
    startCalcXrefs                                                                         0          1
    (left over)                                                                          141
  run_sigma                                                                             7844          1
  Computing node costs                                                                     0          1
  Analysis run                                                                        138594          1
    ANGULAR_SCE_DISABLED                                                                   0          2
    BAD_CERT_VERIFICATION                                                                  0          2
    CODEXM                                                                                 0          2
    CONFIG.ENABLED_DEBUG_MODE                                                              0          2
    CONFIG.UNSAFE_SESSION_TIMEOUT                                                          0          2
    COOKIE_INJECTION                                                                       0          2
    HARDCODED_CREDENTIALS                                                                  0          2
    HEADER_INJECTION                                                                       0          2
    INSECURE_RANDOM                                                                        0          2
    INSECURE_SALT                                                                          0          2
    INSUFFICIENT_LOGGING                                                                   0          2
    MASS_ASSIGNMENT                                                                        0          2
    MISSING_AUTHZ                                                                          0          2
    NOSQL_QUERY_INJECTION                                                                  0          2
    OPEN_REDIRECT                                                                          0          2
    OS_CMD_INJECTION                                                                       0          2
    PATH_MANIPULATION                                                                      0          2
    REGEX_INJECTION                                                                        0          2
    RISKY_CRYPTO                                                                           0          2
    SCRIPT_CODE_INJECTION                                                                  0          2
    SENSITIVE_DATA_LEAK                                                                    0          2
    SQLI                                                                                   0          2
    TAINTED_ENVIRONMENT_WITH_EXECUTION                                                     0          2
    TEMPLATE_INJECTION                                                                     0          2
    UNLESS_CASE_SENSITIVE_ROUTE_MATCHING                                                   0          2
    UNSAFE_DESERIALIZATION                                                                 0          2
    URL_MANIPULATION                                                                       0          2
    WEAK_PASSWORD_HASH                                                                     0          2
    XML_EXTERNAL_ENTITY                                                                    0          2
    XSS                                                                                    0          2
    __BAD_CERT_VERIFICATION_CODEXM_JS                                                      0          2
    __BAD_CERT_VERIFICATION_CODEXM_PYTHON                                                  0          2
    __HARDCODED_CREDENTIALS_CODEXM_PYTHON                                                  0          2
    __HARDCODED_CREDENTIALS_URL                                                            0          2
    __WEAK_PASSWORD_HASH_CODEXM_PYTHON                                                     0          2
    CHECKED_RETURN_STAT                                                                    0          2
    CODEXM_FUNCTIONS_STAT_PASS                                                             0          2
    IDENTIFIER_TYPO_STAT                                                                   0          2
    loadFromEmit                                                                       16297       7460
      CODEXM_FUNCTIONS_STAT_PASS                                                           0       1822
      DATAFLOW_CALLGRAPH_CHECKER                                                         390       1804
      RELAX_NULL_RETURN                                                                   32        380
      CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                            16       1822
      BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                               0        911
      CODEXM_BUDA_CHECKER                                                                 61       2733
      UNCHECKED_ORIGIN                                                                     0        190
      MISSING_IFRAME_SANDBOX                                                               0        190
      __CSRF_BUDA                                                                          0        911
      __INSECURE_SALT_BUDA                                                                 0        911
      __MISSING_AUTHZ_BUDA_STATS                                                           0        911
      __COOKIE_INJECTION_BUDA_PYTHON                                                       0        721
      __OS_CMD_INJECTION_BUDA                                                              0        721
      __NOSQL_QUERY_INJECTION_BUDA                                                         0        721
      __XSS_BUDA                                                                           0        721
      __TEMPLATE_INJECTION_BUDA_PYTHON                                                     0        721
      __HEADER_INJECTION_BUDA                                                              0        721
      __REGEX_INJECTION_BUDA                                                               0        190
      __HEADER_INJECTION_JS                                                                0        190
      __COOKIE_INJECTION_BUDA_JS                                                           0        190
      __PATH_MANIPULATION_BUDA_JS                                                          0        190
      __OS_CMD_INJECTION_BUDA.TANDEM                                                       0        190
      __SCRIPT_CODE_INJECTION_BUDA_JS                                                      0        190
      __NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                  0        190
      DOM_XSS                                                                              0        190
      LOCALSTORAGE_MANIPULATION                                                            0        190
      SESSIONSTORAGE_MANIPULATION                                                          0        190
      __URL_MANIPULATION_BUDA_DYNAMICS_JS                                                  0        190
      __TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                            0        190
      CSS_INJECTION                                                                        0        190
      __XSS_BUDA.TANDEM                                                                    0        190
      ANGULAR_EXPRESSION_INJECTION                                                         0        190
      __UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                 0        190
      __TEMPLATE_INJECTION_BUDA_JS                                                         0        190
      __HARDCODED_CREDENTIALS_BUDA_DYNAMICS                                                0        911
      __OPEN_REDIRECT_BUDA_DYNAMICS                                                        0        911
      __SQLI_BUDA_DYNAMICS                                                                 0        911
      __SENSITIVE_DATA_LEAK_BUDA_DYNAMICS                                                  0        911
      __MASS_ASSIGNMENT_BUDA                                                               0        190
      __INSECURE_RANDOM_BUDA_DYNAMICS                                                      0        911
      __INSUFFICIENT_LOGGING_BUDA_DYNAMICS                                                 0        911
      __XML_EXTERNAL_ENTITY_BUDA_DYNAMICS                                                  0        190
      __REGEX_INJECTION_BUDA_PYTHON                                                        0        721
      __PATH_MANIPULATION_BUDA_NONJS                                                       0        721
      __SCRIPT_CODE_INJECTION_BUDA_NONJS                                                   0        721
      __URL_MANIPULATION_BUDA_DYNAMICS_NOJS                                                0        721
      __UNSAFE_DESERIALIZATION_BUDA                                                        0        721
      __MISSING_AUTHZ_BUDA                                                                 0       2733
      (left over)                                                                      15798
    DATAFLOW_CALLGRAPH_CHECKER                                                          2014       1806
    CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                               0          2
    CONSTANT_EXPRESSION_RESULT                                                             0          2
    COPY_PASTE_ERROR                                                                       0          2
    DEADCODE                                                                               0          2
    EXTRACT_XREF_SUMMARY                                                                  62        913
      finishCalcXrefs                                                                      0          1
    FORWARD_NULL                                                                           0          2
    FUNCTION_METRICS                                                                     313        913
    IDENTICAL_BRANCHES                                                                     0          2
    IFACE_TRACKER                                                                          0          2
    MISSING_BREAK                                                                          0          2
    NESTING_INDENT_MISMATCH                                                                0          2
    NO_EFFECT                                                                              0          2
    NULL_RETURNS                                                                           0          2
    RELAX_CHECKED_RETURN                                                                   0          2
    RELAX_DEREF_ARGS                                                                       0          2
    RELAX_JAVASCRIPT_OPTIONAL_CONSTRUCTOR                                                  0          2
    RELAX_NOTHING                                                                          0          2
    RELAX_NULL_RETURN                                                                      0          2
    REVERSE_INULL                                                                          0          2
    STRAY_SEMICOLON                                                                        0          2
    UNEXPECTED_CONTROL_FLOW                                                                0          2
    UNINTENDED_GLOBAL                                                                      0          2
    UNREACHABLE                                                                            0          2
    BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                               872        913
    CONFIG.ASP_VIEWSTATE_MAC                                                               0          2
    CONFIG.DEAD_AUTHORIZATION_RULE                                                         0          2
    CONFIG.ENABLED_TRACE_MODE                                                              0          2
    CONFIG.HANA_XS_PREVENT_XSRF_DISABLED                                                   0          2
    __CONFIG.ENABLED_DEBUG_MODE_DOTNET                                                     0          2
    __CONFIG.UNSAFE_SESSION_TIMEOUT_JAVA                                                   0          2
    CODEXM_BUDA_CHECKER                                                                   46        913
    MISSING_IFRAME_SANDBOX                                                                 0        192
    UNCHECKED_ORIGIN                                                                       0        192
    __COOKIE_INJECTION_BUDA_PYTHON                                                       111        723
    __CSRF_BUDA                                                                            0        913
    __HEADER_INJECTION_BUDA                                                              156        723
    __INSECURE_SALT_BUDA                                                                   0        913
    __MISSING_AUTHZ_BUDA_STATS                                                             0        913
    __NOSQL_QUERY_INJECTION_BUDA                                                         142        723
    __OS_CMD_INJECTION_BUDA                                                              110        723
    __TEMPLATE_INJECTION_BUDA_PYTHON                                                      93        723
    __XSS_BUDA                                                                            94        723
    ANGULAR_EXPRESSION_INJECTION                                                           0        192
    CSS_INJECTION                                                                          0        192
    DOM_XSS                                                                                0        192
    LOCALSTORAGE_MANIPULATION                                                              0        192
    SESSIONSTORAGE_MANIPULATION                                                            0        192
    TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_DYNAMICS_1                                      0          2
      __REGEX_INJECTION_BUDA                                                               0          2
      __HEADER_INJECTION_JS                                                                0          2
      __COOKIE_INJECTION_BUDA_JS                                                           0          2
      __PATH_MANIPULATION_BUDA_JS                                                          0          2
      __OS_CMD_INJECTION_BUDA.TANDEM                                                       0          2
      __SCRIPT_CODE_INJECTION_BUDA_JS                                                      0          2
      __NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                  0          2
      DOM_XSS                                                                              0          2
      LOCALSTORAGE_MANIPULATION                                                            0          2
      SESSIONSTORAGE_MANIPULATION                                                          0          2
      __URL_MANIPULATION_BUDA_DYNAMICS_JS                                                  0          2
      __TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                            0          2
      CSS_INJECTION                                                                        0          2
      __XSS_BUDA.TANDEM                                                                    0          2
      ANGULAR_EXPRESSION_INJECTION                                                         0          2
      __UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                 0          2
      __TEMPLATE_INJECTION_BUDA_JS                                                         0          2
    __COOKIE_INJECTION_BUDA_JS                                                             0        192
    __HEADER_INJECTION_JS                                                                  0        192
    __NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                    0        192
    __OS_CMD_INJECTION_BUDA.TANDEM                                                         0        192
    __PATH_MANIPULATION_BUDA_JS                                                            0        192
    __REGEX_INJECTION_BUDA                                                                 0        192
    __SCRIPT_CODE_INJECTION_BUDA_JS                                                        0        192
    __TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                              0        192
    __TEMPLATE_INJECTION_BUDA_JS                                                           0        192
    __UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                   0        192
    __URL_MANIPULATION_BUDA_DYNAMICS_JS                                                    0        192
    __XSS_BUDA.TANDEM                                                                      0        192
    __HARDCODED_CREDENTIALS_BUDA_DYNAMICS                                                 16        913
    __INSECURE_RANDOM_BUDA_DYNAMICS                                                       16        913
    __INSUFFICIENT_LOGGING_BUDA_DYNAMICS                                                   0        913
    __MASS_ASSIGNMENT_BUDA                                                                 0        192
    __OPEN_REDIRECT_BUDA_DYNAMICS                                                        172        913
    __PATH_MANIPULATION_BUDA_NONJS                                                       110        723
    __REGEX_INJECTION_BUDA_PYTHON                                                        124        723
    __SCRIPT_CODE_INJECTION_BUDA_NONJS                                                   126        723
    __SENSITIVE_DATA_LEAK_BUDA_DYNAMICS                                                   46        913
    __SQLI_BUDA_DYNAMICS                                                                  95        913
    __UNSAFE_DESERIALIZATION_BUDA                                                        140        723
    __URL_MANIPULATION_BUDA_DYNAMICS_NOJS                                                 63        723
    __XML_EXTERNAL_ENTITY_BUDA_DYNAMICS                                                    0        192
    __MISSING_AUTHZ_BUDA                                                                   0        913
    (left over)                                                                       117376
  callgraph metrics                                                                      141          1
  finishCalcXrefs                                                                          0          1
  finish_detekt                                                                            0          1
  finish_pmd                                                                               0          1
  outputAnnotationsInfoAndDeviationWarnings                                                0          1
  (left over)                                                                           3202

activity                                                                                  ms      calls
-------------------------------------------------------------------------------------------------------
allAnalysis                                                                           151031          1
CUDA.SPECIFIERS_INCONSISTENCY                                                              0          1
OVERLAPPING_COPY                                                                           0          1
LOCK_FINDER_BOTTOMUP                                                                       0          1
THREAD_ENTRY_POINT                                                                         0          1
RELAX_GETLOCK                                                                              0          1
RELAX_SERVLET_ATTRIBUTE                                                                    0          1
RELAX_LOCK_STATE                                                                           0          1
RELAX_THREADS                                                                              0          1
RELAX_THREAD_SHARED                                                                        0          1
RELAX_UNLOCKED_WRITE                                                                       0          1
DUMMY_DERIVER_CONCURRENCY                                                                  0          1
IFACE_TRACKER                                                                              0         10
LOCK_FINDER_TOPDOWN                                                                        0          1
THREAD_CONTEXT                                                                             0          1
ALLOC_FREE_MISMATCH                                                                        0          1
ASPNET_MVC_VERSION_HEADER                                                                  0          1
ATTRIBUTE_NAME_CONFLICT                                                                    0          1
AUTO_CAUSES_COPY                                                                           0          1
INCOMPLETE_DEALLOCATOR_STAT                                                                0          1
MISSING_PERMISSION_FOR_BROADCAST                                                           0          1
ARRAY_VS_SINGLETON                                                                         0          1
ASSERT_SIDE_EFFECT                                                                         0          1
SERVLET_ATOMICITY                                                                          0          1
BAD_ALLOC_ARITHMETIC                                                                       0          1
BAD_ALLOC_STRLEN                                                                           0          1
BAD_CHECK_OF_WAIT_COND                                                                     0          1
BAD_COMPARE                                                                                0          1
BAD_EQ_TYPES                                                                               0          1
BAD_FREE                                                                                   0          1
IMPLICIT_INTENT                                                                            0          1
__BAD_CERT_VERIFICATION_ABSTRACT_INTERPRETATION                                            0          1
BAD_LOCK_OBJECT                                                                            0          1
BAD_SHIFT                                                                                  0          1
BAD_SIZEOF                                                                                 0          1
CHAR_IO                                                                                    0          1
COM.BAD_FREE                                                                               0          1
COM.BSTR.CONV                                                                              0          1
CONSTANT_EXPRESSION_RESULT                                                                 0          3
COPY_INSTEAD_OF_MOVE                                                                       0          1
COPY_PASTE_ERROR                                                                           0          3
CUDA.DIVERGENCE_AT_COLLECTIVE_OPERATION                                                    0          1
STRING_GRAPH_CRYPTO                                                                        0          1
__RISKY_CRYPTO_ABSTRACT_INTERPRETATION                                                     0          1
CTOR_DTOR_LEAK                                                                             0          1
CUDA.INACTIVE_THREAD_AT_COLLECTIVE_WARP                                                    0          1
CUDA.INVALID_MEMORY_ACCESS                                                                 0          1
CUDA.SHARE_FUNCTION                                                                        0          1
CUDA.SHARE_OBJECT_STREAM_ASSOCIATED                                                        0          1
DEADCODE                                                                                   0          3
DELETE_ARRAY                                                                               0          1
DELETE_VOID                                                                                0          1
USE_AFTER_FREE                                                                             0          1
DIVIDE_BY_ZERO                                                                             0          1
EVALUATION_ORDER                                                                           0          1
FORWARD_NULL                                                                               0          3
GUARDED_BY_VIOLATION                                                                       0          1
HIBERNATE_BAD_HASHCODE                                                                     0          1
ORM_UNNECESSARY_GET                                                                        0          1
IDENTICAL_BRANCHES                                                                         0          3
INCOMPATIBLE_CAST                                                                          0          1
INFINITE_LOOP                                                                              0          1
__INSECURE_COMMUNICATION_ABSTRACT_INTERPRETATION                                           0          1
INVALIDATE_ITERATOR                                                                        0          3
LOCK_EVASION                                                                               0          1
LOCK_INVERSION                                                                             0          1
MISMATCHED_ITERATOR                                                                        0          1
MISSING_BREAK                                                                              0          3
MISSING_COMMA                                                                              0          1
MISSING_RESTORE                                                                            0          1
MISSING_RETURN                                                                             0          1
MISSING_THROW                                                                              0          1
MULTIPLE_INIT_SMART_PTRS                                                                   0          1
NEGATIVE_RETURNS                                                                           0          1
NESTING_INDENT_MISMATCH                                                                    0          3
NO_EFFECT                                                                                  0          3
NULL_FIELD                                                                                 0          1
NULL_RETURNS                                                                               0          3
ORM_LOAD_NULL_CHECK                                                                        0          1
OVERFLOW_BEFORE_WIDEN                                                                      0          1
OVERLAPPING_COPY_INTERNAL                                                                  0          1
OVERRUN                                                                                    0          1
OVERRUN_SYMBOLIC                                                                           0          1
PASS_BY_VALUE                                                                              0          1
PREDICTABLE_RANDOM_SEED                                                                    0          1
PRINTF_ARGS                                                                                0          1
PRECEDENCE_ERROR                                                                           0          1
PROPERTY_MIXUP                                                                             0          1
READLINK                                                                                   0          1
REGEX_CONFUSION                                                                            0          1
RESOURCE_LEAK                                                                              0          1
RETURN_LOCAL                                                                               0          1
REVERSE_INVALID_ITERATOR                                                                   0          1
REVERSE_NEGATIVE                                                                           0          1
REVERSE_INULL                                                                              0          3
SIGN_EXTENSION                                                                             0          1
SIZEOF_MISMATCH                                                                            0          1
STRAY_SEMICOLON                                                                            0          3
STREAM_FORMAT_STATE                                                                        0          1
SWAPPED_ARGUMENTS                                                                          0          1
UNNECESSARY_STRING_COPY                                                                    0          1
USE_AFTER_MOVE                                                                             0          1
UNCAUGHT_EXCEPT_INTERNAL                                                                   0          1
UNEXPECTED_CONTROL_FLOW                                                                    0          3
UNINIT                                                                                     0          1
UNINIT_CTOR                                                                                0          1
UNINTENDED_GLOBAL                                                                          0          3
UNINTENDED_INTEGER_DIVISION                                                                0          1
UNLOCKED_ACCESS                                                                            0          1
UNLOGGED_SECURITY_EXCEPTION                                                                0          1
UNREACHABLE                                                                                0          3
UNRESTRICTED_ACCESS_TO_FILE_PRE                                                            0          1
UNUSED_VALUE                                                                               0          1
USELESS_CALL                                                                               0          1
VARARGS                                                                                    0          1
VIRTUAL_DTOR                                                                               0          1
WRAPPER_ESCAPE                                                                             0          1
WRONG_METHOD                                                                               0          1
__XML_EXTERNAL_ENTITY_GO                                                                   0          1
EXTRACT_XREF_SUMMARY                                                                      62        914
FUNCTION_METRICS                                                                         313        914
DC.DEADLOCK                                                                                0          1
DC.DANGEROUS                                                                               0          1
CODEXM                                                                                     0          3
CODEXM_FUNCTIONS_STAT_PASS                                                                 0       1825
CODEXM_CLASSES_STAT_PASS                                                                   0          1
CODEXM_DECLS_STAT_PASS                                                                     0          1
CODEXM_TEXT_STAT_PASS                                                                      0          1
CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                                  16       1825
CODEXM_FUNCTIONS_CHECKER_PASS_AFTER_TUS                                                    0          1
CODEXM_BUDA_CHECKER                                                                      216       3647
CONFIG.ANDROID_GRADLE_OBFUSCATION_NOT_ENABLED                                              0          1
ANGULAR_SCE_DISABLED                                                                       0          3
__BAD_CERT_VERIFICATION_CODEXM_GO                                                          0          1
__BAD_CERT_VERIFICATION_CODEXM_JAVA                                                        0          1
__BAD_CERT_VERIFICATION_CODEXM_JS                                                          0          3
__BAD_CERT_VERIFICATION_CODEXM_PYTHON                                                      0          3
CONFIG.BEEGO_CSRF_PROTECTION_DISABLED                                                      0          1
UNLESS_CASE_SENSITIVE_ROUTE_MATCHING                                                       0          3
__HARDCODED_CREDENTIALS_URL                                                                0          3
__HARDCODED_CREDENTIALS_CODEXM_PYTHON                                                      0          3
INSECURE_CSP                                                                               0          1
INSECURE_FILE_PERMISSIONS                                                                  0          1
__JSONWEBTOKEN_UNTRUSTED_DECODE_CODEXM_GO                                                  0          1
__SOCKET_ACCEPT_ALL_ORIGINS_CODEXM_GO                                                      0          1
SUPPRESSED_ERROR                                                                           0          1
__UNSAFE_BASIC_AUTH_CODEXM_GO                                                              0          1
__UNSAFE_FUNCTIONALITY_GO                                                                  0          1
__CONFIG.UNSAFE_SESSION_TIMEOUT_CODEXM_GO                                                  0          1
__WEAK_PASSWORD_HASH_CODEXM_PYTHON                                                         0          3
CUDA.COLLECTIVE_WARP_SHUFFLE_WIDTH                                                         0          1
CUDA.CUDEVICE_HANDLES                                                                      0          1
CUDA.DEVICE_DEPENDENT                                                                      0          1
CUDA.DEVICE_DEPENDENT_CALLBACKS                                                            0          1
CUDA.ERROR_INTERFACE                                                                       0          1
CUDA.ERROR_KERNEL_LAUNCH                                                                   0          1
CUDA.FORK                                                                                  0          1
CUDA.INITIATION_OBJECT_DEVICE_THREAD_BLOCK                                                 0          1
CUDA.SYNCHRONIZE_CALLBACKS                                                                 0          1
CUDA.SYNCHRONIZE_TERMINATION                                                               0          1
INEFFICIENT_RESERVE                                                                        0          1
WRITE_CONST_FIELD                                                                          0          1
Y2K38_SAFETY                                                                               0          1
FRAMEWORK_ANALYSIS_SPRING                                                                  0          1
RELAX_ACCESS_DBUFFER                                                                       0          1
RELAX_AFM_ALLOC                                                                            0          1
RELAX_AFM_FREE                                                                             0          1
RELAX_ALLOC                                                                                0          1
RELAX_CLOSE_RESOURCE                                                                       0          1
RELAX_CUDA_COLLECTIVE_OPERATION_SINK                                                       0          1
RELAX_CUDA_THREAD_IDX_SOURCE                                                               0          1
RELAX_BUFFER_SIZE                                                                          0          1
RELAX_CHECKED_RETURN                                                                       0          3
RELAX_EXPENSIVE_DTOR                                                                       0          2
RELAX_CUDA_INACTIVE_THREAD_AT_COLLECTIVE_WARP_SINK                                         0          1
RELAX_CUDA_INVALID_MEMORY_ACCESS_SOURCE                                                    0          1
RELAX_CUDA_INVALID_MEMORY_ACCESS_SINK                                                      0          1
RELAX_CUDA_SHARE_FUNCTION                                                                  0          1
RELAX_CUDA_SHARE_OBJECT_STREAM_ASSOCIATED_SINK                                             0          1
RELAX_DEREF_ARGS                                                                           0          3
RELAX_DIVISOR                                                                              0          1
RELAX_FREED_ARGS                                                                           0          1
RELAX_OBJECT_FREED                                                                         0          1
RELAX_OBJECT_USED                                                                          0          1
RELAX_INDEX_GENERIC                                                                        0          1
RELAX_MAYWRITE_NONPTR_FIELDS                                                               0          1
RELAX_ZERO_RETURN                                                                          0          1
RELAX_NEGATIVE_RETURN                                                                      0          1
RELAX_NEGATIVE_SINK                                                                        0          1
RELAX_NULL_RETURN                                                                         32        383
RELAX_NEW_ARRAY                                                                            0          1
RELAX_DELETE_ARRAY                                                                         0          1
RELAX_ITERATOR_RETURNS                                                                     0          1
RELAX_ITERATOR_SINKS                                                                       0          1
HBM_EQUALSORHASHCODE                                                                       0          1
HBM_MAYSETID                                                                               0          1
RELAX_ORM_LOAD                                                                             0          1
RELAX_STREAM_STATE                                                                         0          1
SMART_PTRS_SIDE_EFFECT_SOURCE                                                              0          1
NATIVE_PTR_USE_SINK                                                                        0          1
COMPARE_FLOATS_SINK                                                                        0          1
RETURN_FLOATS_SOURCE                                                                       0          1
RELAX_ESCAPE_TO_GLOBAL                                                                     0          1
RELAX_JAVASCRIPT_OPTIONAL_CONSTRUCTOR                                                      0          3
RELAX_NOTHING                                                                              0          3
DERIVE_PTR_ARITH                                                                           0          1
DUMMY_DERIVER_PTR_ARITH                                                                    0          1
RELAX_ASPNET_MVC_VERSION_HEADER                                                            0          1
RELAX_DATAFLOW_PRIMITIVES                                                                  0          1
RELAX_TAINT                                                                                0          1
RELAX_CRYPTO_PRIMITIVES                                                                    0          1
DERIVE_DYNAMIC_MAP_RW_MODELS                                                               0          1
RELAX_AUTHZ                                                                                0          1
RELAX_CSRF                                                                                 0          1
RELAX_BAD_CERT_VERIFICATION                                                                0          1
RELAX_ANDROID_MISSING_PERMISSION                                                           0          1
RELAX_ANDROID_IMPLICIT_INTENT                                                              0          1
RELAX_PREDICTABLE_RANDOM_SEED                                                              0          1
RELAX_INSECURE_COMMUNICATION                                                               0          1
DUMMY_DERIVER_SECURITY                                                                     0          1
RELAX_PARAM_NAMES                                                                          0          1
RELAX_BENIGN_CLOSURE                                                                       0          1
RELAX_SIDE_EFFECT_FREE                                                                     0          1
SEALED_METHOD                                                                              0          1
RELAX_ANDROID_PERMISSIONS                                                                  0          1
DUMMY_DERIVER_STACK_USE                                                                    0          1
RELAX_MAYWRITE                                                                             0          1
RELAX_UNINIT                                                                               0          1
RELAX_UNINIT_ALLOC                                                                         0          1
DUMMY_DERIVER_UNINIT                                                                       0          1
RELAX_UNCAUGHT_EXCEPT                                                                      0          1
DUMMY_DERIVER_EXCEPTIONS                                                                   0          1
RELAX_GLOBAL_INIT_ORDER_SOURCE                                                             0          1
RELAX_UNNECESSARY_STRING_COPY_SOURCE                                                       0          1
DUMMY_DERIVER_FLOW_INSENSITIVE                                                             0          1
CHECKED_FIELD_STAT                                                                         0          1
CHECKED_RETURN_STAT                                                                        0          3
CALL_SUPER_STAT                                                                            0          1
BAD_EQ_STAT                                                                                0          1
BAD_LOCK_OBJECT_LOCK_SOURCE_STAT                                                           0          1
IDENTIFIER_TYPO_STAT                                                                       0          3
NON_STATIC_GUARDING_STATIC_STAT                                                            0          1
VOLATILE_ATOMICITY_STAT                                                                    0          1
DTOR_EMPTINESS_STAT                                                                        0          1
MOVE_ASSIGN_STAT                                                                           0          1
UNIQUE_SYMBOL_CHECKER                                                                      0          1
UNIQUE_SYMBOL_PREV_PASS_FUNCTION_ODR_HASH_GATHERER                                         0          1
BUILD_SINK_TYPE_GRAPH                                                                      0          1
DERIVE_EL_BEAN_RW                                                                          0          1
DERIVE_DYNAMIC_MAP_RW_ACCESSES                                                             0          1
RELAX_CSRF_FILTERS                                                                         0          1
